ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2023-01-01,107.73710350947917,69.82478949071923,136.18807353611697,107.73710350947917,107.73710350947917,-4.760538262301518,-4.760538262301518,-4.760538262301518,-18.084414818627774,-18.084414818627774,-18.084414818627774,13.323876556326258,13.323876556326258,13.323876556326258,0.0,0.0,0.0,102.97656524717765
2023-01-02,107.64974027205096,91.08603105529882,155.89218559547825,107.64974027205096,107.64974027205096,16.449568554810156,16.449568554810156,16.449568554810156,3.8830813949632943,3.8830813949632943,3.8830813949632943,12.566487159846863,12.566487159846863,12.566487159846863,0.0,0.0,0.0,124.09930882686112
2023-01-03,107.56237703462276,96.41498069431911,160.97008937207536,107.56237703462276,107.56237703462276,20.644316038929876,20.644316038929876,20.644316038929876,8.975740760293723,8.975740760293723,8.975740760293723,11.668575278636151,11.668575278636151,11.668575278636151,0.0,0.0,0.0,128.20669307355263
2023-01-04,107.47501379719456,93.59026707413327,153.76907918792705,107.47501379719456,107.47501379719456,16.94030564824028,16.94030564824028,16.94030564824028,6.302568845849221,6.302568845849221,6.302568845849221,10.637736802391057,10.637736802391057,10.637736802391057,0.0,0.0,0.0,124.41531944543485
2023-01-05,107.38765055976636,91.3379908212977,154.41950452845145,107.38765055976636,107.38765055976636,15.196747806379964,15.196747806379964,15.196747806379964,5.710745837852529,5.710745837852529,5.710745837852529,9.486001968527438,9.486001968527438,9.486001968527438,0.0,0.0,0.0,122.58439836614632
2023-01-06,107.30028732233815,83.30332240550803,150.810577628311,107.30028732233815,107.30028732233815,10.998739418795687,10.998739418795687,10.998739418795687,2.7691236599101723,2.7691236599101723,2.7691236599101723,8.229615758885513,8.229615758885513,8.229615758885513,0.0,0.0,0.0,118.29902674113384
2023-01-07,107.21292408490994,72.36980194900424,137.8187992633639,107.21292408490994,107.21292408490994,-2.668145640732836,-2.668145640732836,-2.668145640732836,-9.55684568027899,-9.55684568027899,-9.55684568027899,6.888700039546154,6.888700039546154,6.888700039546154,0.0,0.0,0.0,104.54477844417711
2023-01-08,107.12556084748174,59.79299110737524,127.07257131059,107.12556084748174,107.12556084748174,-12.59760952883304,-12.59760952883304,-12.59760952883304,-18.084414818618352,-18.084414818618352,-18.084414818618352,5.486805289785311,5.486805289785311,5.486805289785311,0.0,0.0,0.0,94.52795131864869
2023-01-09,107.03819761005354,83.28888458150274,146.8314616859335,107.03819761005354,107.03819761005354,7.933444143510792,7.933444143510792,7.933444143510792,3.883081394975892,3.883081394975892,3.883081394975892,4.0503627485349005,4.0503627485349005,4.0503627485349005,0.0,0.0,0.0,114.97164175356434
2023-01-10,106.95083437262534,86.31006472179145,152.30000515623288,106.95083437262534,106.95083437262534,11.583791281575714,11.583791281575714,11.583791281575714,8.975740760306955,8.975740760306955,8.975740760306955,2.6080505212687584,2.6080505212687584,2.6080505212687584,0.0,0.0,0.0,118.53462565420105
2023-01-11,106.86347113519713,84.90077139088899,147.05511853539383,106.86347113519713,106.86347113519713,7.492658407858718,7.492658407858718,7.492658407858718,6.302568845845281,6.302568845845281,6.302568845845281,1.190089562013437,1.190089562013437,1.190089562013437,0.0,0.0,0.0,114.35612954305584
2023-01-12,106.77610789776892,79.90821026581743,145.19097888217235,106.77610789776892,106.77610789776892,5.538233247896641,5.538233247896641,5.538233247896641,5.710745837876608,5.710745837876608,5.710745837876608,-0.17251258997996766,-0.17251258997996766,-0.17251258997996766,0.0,0.0,0.0,112.31434114566557
2023-01-13,106.68874466034072,77.58735422551263,142.9437646023447,106.68874466034072,106.68874466034072,1.3203727236186709,1.3203727236186709,1.3203727236186709,2.769123659914899,2.769123659914899,2.769123659914899,-1.4487509362962285,-1.4487509362962285,-1.4487509362962285,0.0,0.0,0.0,108.00911738395939
2023-01-14,106.60138142291252,62.33941950824624,126.29788742230015,106.60138142291252,106.60138142291252,-12.16527030736673,-12.16527030736673,-12.16527030736673,-9.556845680298396,-9.556845680298396,-9.556845680298396,-2.608424627068334,-2.608424627068334,-2.608424627068334,0.0,0.0,0.0,94.4361111155458
2023-01-15,106.51401818548432,51.57819563747245,118.39687389707082,106.51401818548432,106.51401818548432,-21.707345022644056,-21.707345022644056,-21.707345022644056,-18.08441481861216,-18.08441481861216,-18.08441481861216,-3.6229302040318982,-3.6229302040318982,-3.6229302040318982,0.0,0.0,0.0,84.80667316284027
2023-01-16,106.42665494805611,74.03268793089103,138.2484311923553,106.42665494805611,106.42665494805611,-0.5829443211033961,-0.5829443211033961,-0.5829443211033961,3.883081394917939,3.883081394917939,3.883081394917939,-4.466025716021335,-4.466025716021335,-4.466025716021335,0.0,0.0,0.0,105.84371062695271
2023-01-17,106.3392917106279,77.14276072191402,146.40970062292115,106.3392917106279,106.3392917106279,3.861195184001651,3.861195184001651,3.861195184001651,8.975740760297164,8.975740760297164,8.975740760297164,-5.114545576295512,-5.114545576295512,-5.114545576295512,0.0,0.0,0.0,110.20048689462955
2023-01-18,106.2519284731997,72.93300235211476,137.49603736957314,106.2519284731997,106.2519284731997,0.7535216476221243,0.7535216476221243,0.7535216476221243,6.30256884583808,6.30256884583808,6.30256884583808,-5.549047198215956,-5.549047198215956,-5.549047198215956,0.0,0.0,0.0,107.00545012082182
2023-01-19,106.1645652357715,73.62940048382649,139.9109505530686,106.1645652357715,106.1645652357715,-0.043626280913520804,-0.043626280913520804,-0.043626280913520804,5.710745837865511,5.710745837865511,5.710745837865511,-5.754372118779032,-5.754372118779032,-5.754372118779032,0.0,0.0,0.0,106.12093895485799
2023-01-20,106.0772019983433,69.35925730076721,135.41077609221736,106.0772019983433,106.0772019983433,-2.9509827963534954,-2.9509827963534954,-2.9509827963534954,2.7691236599040816,2.7691236599040816,2.7691236599040816,-5.720106456257577,-5.720106456257577,-5.720106456257577,0.0,0.0,0.0,103.1262192019898
